endTimeMillis	responseTime	latency	sentBytes	receivedBytes	isSuccessful	responseCode
1621117954.708	93	93	85	15	isSuccessful	200
1621117954.710	91	91	85	15	isSuccessful	200
1621117954.710	89	89	85	15	isSuccessful	200
1621117954.718	83	83	85	15	isSuccessful	200
1621117954.718	74	74	85	15	isSuccessful	200
1621117954.739	92	91	169	58	isSuccessful	200
1621117954.747	89	89	85	15	isSuccessful	200
1621117954.753	89	89	85	15	isSuccessful	200
1621117954.759	94	94	85	15	isSuccessful	200
1621117954.766	92	92	169	58	isSuccessful	200
1621117954.766	97	97	85	15	isSuccessful	200
1621117954.766	92	92	85	15	isSuccessful	200
1621117954.778	99	99	85	15	isSuccessful	200
1621117954.789	115	115	85	15	isSuccessful	200
1621117954.790	111	111	85	15	isSuccessful	200
1621117954.796	86	86	169	58	isSuccessful	200
1621117954.796	88	88	169	58	isSuccessful	200
1621117954.796	96	96	85	15	isSuccessful	200
1621117954.796	117	117	85	15	isSuccessful	200
1621117954.796	103	103	85	15	isSuccessful	200
1621117954.797	104	104	85	15	isSuccessful	200
1621117954.797	87	87	169	58	isSuccessful	200
1621117954.799	93	93	85	15	isSuccessful	200
1621117954.805	87	87	169	58	isSuccessful	200
1621117954.805	87	87	85	15	isSuccessful	200
1621117954.825	86	86	85	15	isSuccessful	200
1621117954.830	77	77	169	58	isSuccessful	200
1621117954.835	88	88	85	15	isSuccessful	200
1621117954.846	86	86	85	15	isSuccessful	200
1621117954.848	81	81	169	58	isSuccessful	200
1621117954.848	81	81	169	58	isSuccessful	200
1621117954.856	78	78	85	15	isSuccessful	200
1621117954.856	90	90	85	15	isSuccessful	200
1621117954.880	84	84	169	58	isSuccessful	200
1621117954.884	87	87	85	15	isSuccessful	200
1621117954.896	106	106	169	58	isSuccessful	200
1621117954.900	104	104	85	15	isSuccessful	200
1621117954.900	95	95	169	58	isSuccessful	200
1621117954.907	111	111	169	58	isSuccessful	200
1621117954.907	110	110	169	58	isSuccessful	200
1621117954.907	118	118	85	15	isSuccessful	200
1621117954.910	84	84	85	15	isSuccessful	200
1621117954.913	108	108	85	15	isSuccessful	200
1621117954.913	117	117	85	15	isSuccessful	200
1621117954.913	114	114	169	58	isSuccessful	200
1621117954.915	84	84	85	15	isSuccessful	200
1621117954.915	119	119	85	15	isSuccessful	200
1621117954.915	80	80	169	58	isSuccessful	200
1621117954.921	72	72	85	15	isSuccessful	200
1621117954.926	77	77	85	15	isSuccessful	200
1621117954.927	81	81	169	58	isSuccessful	200
1621117954.931	75	75	169	58	isSuccessful	200
1621117954.940	83	83	85	15	isSuccessful	200
1621117954.952	72	72	85	15	isSuccessful	200
1621117954.973	89	89	85	15	isSuccessful	200
1621117954.983	82	82	85	15	isSuccessful	200
1621117954.990	94	94	85	15	isSuccessful	200
1621117954.996	89	89	85	15	isSuccessful	200
1621117954.998	91	91	169	58	isSuccessful	200
1621117955.001	100	100	85	15	isSuccessful	200
1621117955.008	94	94	85	15	isSuccessful	200
1621117955.027	106	106	85	15	isSuccessful	200
1621117955.023	109	109	85	15	isSuccessful	200
1621117955.015	99	99	85	15	isSuccessful	200
1621117955.018	102	102	85	15	isSuccessful	200
1621117955.018	111	111	85	15	isSuccessful	200
1621117955.018	104	104	169	58	isSuccessful	200
1621117955.026	116	116	169	58	isSuccessful	200
1621117955.029	98	98	85	15	isSuccessful	200
1621117955.029	113	113	85	15	isSuccessful	200
1621117955.029	103	103	85	15	isSuccessful	200
1621117955.032	105	105	85	15	isSuccessful	200
1621117955.032	91	91	169	58	isSuccessful	200
1621117955.046	93	93	85	15	isSuccessful	200
1621117955.059	85	85	169	58	isSuccessful	200
1621117955.063	72	72	85	15	isSuccessful	200
1621117955.063	79	79	85	15	isSuccessful	200
1621117955.079	83	83	85	15	isSuccessful	200
1621117955.084	76	76	85	15	isSuccessful	200
1621117955.084	85	85	85	15	isSuccessful	200
1621117955.085	84	84	169	58	isSuccessful	200
1621117955.106	78	78	85	15	isSuccessful	200
1621117955.108	80	80	169	58	isSuccessful	200
1621117955.129	101	101	85	15	isSuccessful	200
1621117955.133	105	105	169	58	isSuccessful	200
1621117955.137	109	109	85	15	isSuccessful	200
1621117955.137	108	108	169	58	isSuccessful	200
1621117955.138	110	110	169	58	isSuccessful	200
1621117955.144	115	114	85	15	isSuccessful	200
1621117955.144	112	112	85	15	isSuccessful	200
1621117955.144	98	98	169	58	isSuccessful	200
1621117955.150	86	86	169	58	isSuccessful	200
1621117955.150	118	118	85	15	isSuccessful	200
1621117955.150	121	121	85	15	isSuccessful	200
1621117955.150	122	122	169	58	isSuccessful	200
1621117955.150	90	90	85	15	isSuccessful	200
1621117955.157	73	73	169	58	isSuccessful	200
1621117955.157	78	78	169	58	isSuccessful	200
1621117955.157	93	93	169	58	isSuccessful	200
1621117955.161	77	77	85	15	isSuccessful	200
1621117955.176	69	69	85	15	isSuccessful	200
1621117955.183	90	89	85	15	isSuccessful	200
1621117955.185	77	77	85	15	isSuccessful	200
1621117955.207	73	73	85	15	isSuccessful	200
1621117955.208	78	78	169	58	isSuccessful	200
1621117955.211	73	73	85	15	isSuccessful	200
1621117955.220	82	82	85	15	isSuccessful	200
1621117955.220	76	76	169	58	isSuccessful	200
1621117955.225	87	87	85	15	isSuccessful	200
1621117955.249	104	104	85	15	isSuccessful	200
1621117955.253	103	103	169	58	isSuccessful	200
1621117955.253	103	103	85	15	isSuccessful	200
1621117955.253	95	95	85	15	isSuccessful	200
1621117955.255	105	105	85	15	isSuccessful	200
1621117955.259	97	97	169	58	isSuccessful	200
1621117955.259	115	115	85	15	isSuccessful	200
1621117955.259	101	101	85	15	isSuccessful	200
1621117955.260	77	77	85	15	isSuccessful	200
1621117955.260	110	110	85	15	isSuccessful	200
1621117955.266	116	116	169	58	isSuccessful	200
1621117955.266	108	108	85	15	isSuccessful	200
1621117955.266	90	90	169	58	isSuccessful	200
1621117955.269	83	82	85	15	isSuccessful	200
1621117955.283	72	72	85	15	isSuccessful	200
1621117955.287	79	79	85	15	isSuccessful	200
1621117955.288	80	80	85	15	isSuccessful	200
1621117955.307	81	81	85	15	isSuccessful	200
1621117955.315	95	94	169	58	isSuccessful	200
1621117955.315	95	94	85	15	isSuccessful	200
1621117955.320	71	71	85	15	isSuccessful	200
1621117955.341	82	82	169	58	isSuccessful	200
1621117955.345	86	86	85	15	isSuccessful	200
1621117955.346	92	92	169	58	isSuccessful	200
1621117955.349	90	90	85	15	isSuccessful	200
1621117955.365	104	104	85	15	isSuccessful	200
1621117955.368	113	113	85	15	isSuccessful	200
1621117955.369	116	116	85	15	isSuccessful	200
1621117955.373	104	104	169	58	isSuccessful	200
1621117955.374	113	113	169	58	isSuccessful	200
1621117955.379	91	91	169	58	isSuccessful	200
1621117955.380	114	114	85	15	isSuccessful	200
1621117955.380	97	97	169	58	isSuccessful	200
1621117955.383	117	117	85	15	isSuccessful	200
1621117955.383	129	129	85	15	isSuccessful	200
1621117955.385	97	97	85	15	isSuccessful	200
1621117955.385	119	119	85	15	isSuccessful	200
1621117955.388	80	80	169	58	isSuccessful	200
1621117955.399	84	84	85	15	isSuccessful	200
1621117955.400	80	80	169	58	isSuccessful	200
1621117955.404	89	89	85	15	isSuccessful	200
1621117955.416	75	74	85	15	isSuccessful	200
1621117955.428	82	82	85	15	isSuccessful	200
1621117955.428	83	83	85	15	isSuccessful	200
1621117955.429	80	80	169	58	isSuccessful	200
1621117955.439	73	73	169	58	isSuccessful	200
1621117955.449	80	80	169	58	isSuccessful	200
1621117955.454	85	85	85	15	isSuccessful	200
1621117955.485	111	111	85	15	isSuccessful	200
1621117955.489	109	109	169	58	isSuccessful	200
1621117955.491	116	116	85	15	isSuccessful	200
1621117955.498	109	109	85	15	isSuccessful	200
1621117955.505	120	120	169	58	isSuccessful	200
1621117955.506	127	127	85	15	isSuccessful	200
1621117955.506	126	126	85	15	isSuccessful	200
1621117955.506	122	122	85	15	isSuccessful	200
1621117955.513	84	84	85	15	isSuccessful	200
1621117955.513	128	128	85	15	isSuccessful	200
1621117955.518	90	90	169	58	isSuccessful	200
1621117955.518	118	118	85	15	isSuccessful	200
1621117955.518	134	134	169	58	isSuccessful	200
1621117955.518	102	102	85	15	isSuccessful	200
1621117955.518	119	119	85	15	isSuccessful	200
1621117955.520	116	116	169	58	isSuccessful	200
1621117955.524	96	96	85	15	isSuccessful	200
1621117955.528	73	73	169	58	isSuccessful	200
1621117955.529	90	90	85	15	isSuccessful	200
1621117955.533	83	83	85	15	isSuccessful	200
1621117955.566	81	81	85	15	isSuccessful	200
1621117955.566	75	75	85	15	isSuccessful	200
1621117955.573	75	75	85	15	isSuccessful	200
1621117955.581	91	90	85	15	isSuccessful	200
1621117955.581	75	75	85	15	isSuccessful	200
1621117955.590	84	84	85	15	isSuccessful	200
1621117955.591	78	78	85	15	isSuccessful	200
1621117955.598	91	91	85	15	isSuccessful	200
1621117955.613	100	100	169	58	isSuccessful	200
1621117955.617	111	111	169	58	isSuccessful	200
1621117955.623	104	104	169	58	isSuccessful	200
1621117955.631	102	101	85	15	isSuccessful	200
1621117955.635	111	111	169	58	isSuccessful	200
1621117955.641	123	123	85	15	isSuccessful	200
1621117955.641	111	111	85	15	isSuccessful	200
1621117955.641	123	123	85	15	isSuccessful	200
1621117955.641	122	122	169	58	isSuccessful	200
1621117955.645	125	125	85	15	isSuccessful	200
1621117955.645	111	111	85	15	isSuccessful	200
1621117955.645	127	127	85	15	isSuccessful	200
1621117955.646	80	80	169	58	isSuccessful	200
1621117955.654	80	80	169	58	isSuccessful	200
1621117955.656	90	90	169	58	isSuccessful	200
1621117955.659	78	78	85	15	isSuccessful	200
1621117955.662	71	71	169	58	isSuccessful	200
1621117955.669	88	88	85	15	isSuccessful	200
1621117955.673	75	75	169	58	isSuccessful	200
1621117955.684	93	93	169	58	isSuccessful	200
1621117955.694	81	81	85	15	isSuccessful	200
1621117955.705	87	87	85	15	isSuccessful	200
1621117955.708	84	84	85	15	isSuccessful	200
1621117955.710	79	79	85	15	isSuccessful	200
1621117955.719	78	78	169	58	isSuccessful	200
1621117955.721	85	84	85	15	isSuccessful	200
1621117955.723	78	78	169	58	isSuccessful	200
1621117955.723	82	82	169	58	isSuccessful	200
1621117955.723	78	78	85	15	isSuccessful	200
1621117955.724	83	83	85	15	isSuccessful	200
1621117955.733	88	88	85	15	isSuccessful	200
1621117955.733	92	92	85	15	isSuccessful	200
1621117955.734	88	88	85	15	isSuccessful	200
1621117955.741	82	82	169	58	isSuccessful	200
1621117955.741	87	87	85	15	isSuccessful	200
1621117955.746	90	90	85	15	isSuccessful	200
1621117955.747	85	85	85	15	isSuccessful	200
1621117955.754	81	81	85	15	isSuccessful	200
1621117955.755	86	86	169	58	isSuccessful	200
1621117955.771	76	76	85	15	isSuccessful	200
1621117955.775	91	91	85	15	isSuccessful	200
1621117955.779	73	73	85	15	isSuccessful	200
1621117955.827	106	106	85	15	isSuccessful	200
1621117955.845	111	111	85	15	isSuccessful	200
1621117955.845	120	120	85	15	isSuccessful	200
1621117955.848	125	125	85	15	isSuccessful	200
1621117955.851	117	117	169	58	isSuccessful	200
1621117955.854	135	135	85	15	isSuccessful	200
1621117955.854	108	108	85	15	isSuccessful	200
1621117955.854	144	144	169	58	isSuccessful	200
1621117955.854	146	146	85	15	isSuccessful	200
1621117955.855	132	132	169	58	isSuccessful	200
1621117955.855	121	121	169	58	isSuccessful	200
1621117955.858	135	135	85	15	isSuccessful	200
1621117955.863	116	116	85	15	isSuccessful	200
1621117955.863	92	92	169	58	isSuccessful	200
1621117955.863	122	122	85	15	isSuccessful	200
1621117955.863	122	122	85	15	isSuccessful	200
1621117955.863	109	109	85	15	isSuccessful	200
1621117955.863	108	108	85	15	isSuccessful	200
1621117955.868	89	89	169	58	isSuccessful	200
1621117955.868	93	93	85	15	isSuccessful	200
1621117955.911	83	83	169	58	isSuccessful	200
1621117955.913	68	68	169	58	isSuccessful	200
1621117955.935	90	90	169	58	isSuccessful	200
1621117955.961	112	112	85	15	isSuccessful	200
1621117955.966	111	110	85	15	isSuccessful	200
1621117955.973	118	118	169	58	isSuccessful	200
1621117955.974	119	119	85	15	isSuccessful	200
1621117955.975	106	106	169	58	isSuccessful	200
1621117955.979	116	116	169	58	isSuccessful	200
1621117955.981	130	130	85	15	isSuccessful	200
1621117955.984	121	121	85	15	isSuccessful	200
1621117955.985	122	122	169	58	isSuccessful	200
1621117955.986	128	128	85	15	isSuccessful	200
1621117955.988	132	132	85	15	isSuccessful	200
1621117955.993	130	130	85	15	isSuccessful	200
1621117955.995	139	139	85	15	isSuccessful	200
1621117955.995	132	132	85	15	isSuccessful	200
1621117955.995	132	132	169	58	isSuccessful	200
1621117955.995	126	126	85	15	isSuccessful	200
1621117955.999	144	144	169	58	isSuccessful	200
1621117956.003	92	91	85	15	isSuccessful	200
1621117956.003	90	89	85	15	isSuccessful	200
1621117956.014	79	79	85	15	isSuccessful	200
1621117956.069	103	103	169	58	isSuccessful	200
1621117956.080	106	106	85	15	isSuccessful	200
1621117956.082	108	108	85	15	isSuccessful	200
1621117956.092	111	111	85	15	isSuccessful	200
1621117956.097	135	135	169	58	isSuccessful	200
1621117956.112	132	132	85	15	isSuccessful	200
1621117956.116	116	115	85	15	isSuccessful	200
1621117956.117	132	132	85	15	isSuccessful	200
1621117956.117	128	128	85	15	isSuccessful	200
1621117956.120	127	127	169	58	isSuccessful	200
1621117956.120	124	124	85	15	isSuccessful	200
1621117956.124	129	129	85	15	isSuccessful	200
1621117956.124	138	138	169	58	isSuccessful	200
1621117956.124	139	139	169	58	isSuccessful	200
1621117956.124	128	128	85	15	isSuccessful	200
1621117956.124	149	149	85	15	isSuccessful	200
1621117956.126	111	111	85	15	isSuccessful	200
1621117956.133	138	138	85	15	isSuccessful	200
1621117956.133	130	130	85	15	isSuccessful	200
1621117956.133	130	130	85	15	isSuccessful	200
1621117956.144	74	74	85	15	isSuccessful	200
1621117956.151	70	70	169	58	isSuccessful	200
1621117956.173	90	90	85	15	isSuccessful	200
1621117956.173	80	80	169	58	isSuccessful	200
1621117956.185	88	88	85	15	isSuccessful	200
1621117956.200	82	82	169	58	isSuccessful	200
1621117956.226	106	106	85	15	isSuccessful	200
1621117956.235	122	121	85	15	isSuccessful	200
1621117956.244	110	110	169	58	isSuccessful	200
1621117956.250	134	134	85	15	isSuccessful	200
1621117956.251	127	127	85	15	isSuccessful	200
1621117956.251	100	100	85	15	isSuccessful	200
1621117956.252	128	128	85	15	isSuccessful	200
1621117956.256	132	132	85	15	isSuccessful	200
1621117956.256	122	122	169	58	isSuccessful	200
1621117956.256	138	138	85	15	isSuccessful	200
1621117956.256	136	135	169	58	isSuccessful	200
1621117956.258	134	133	169	58	isSuccessful	200
1621117956.261	117	117	85	15	isSuccessful	200
1621117956.261	135	135	169	58	isSuccessful	200
1621117956.261	87	87	169	58	isSuccessful	200
1621117956.265	91	91	85	15	isSuccessful	200
1621117956.265	131	131	169	58	isSuccessful	200
1621117956.265	80	80	85	15	isSuccessful	200
1621117956.267	143	143	85	15	isSuccessful	200
1621117956.279	78	78	85	15	isSuccessful	200
1621117956.304	78	78	85	15	isSuccessful	200
1621117956.327	92	92	169	58	isSuccessful	200
1621117956.335	83	83	85	15	isSuccessful	200
1621117956.352	101	101	85	15	isSuccessful	200
1621117956.357	112	112	85	15	isSuccessful	200
1621117956.364	106	106	85	15	isSuccessful	200
1621117956.365	109	109	85	15	isSuccessful	200
1621117956.372	116	116	85	15	isSuccessful	200
1621117956.375	119	119	169	58	isSuccessful	200
1621117956.378	113	113	85	15	isSuccessful	200
1621117956.383	132	131	169	58	isSuccessful	200
1621117956.387	136	136	169	58	isSuccessful	200
1621117956.391	135	135	169	58	isSuccessful	200
1621117956.391	130	130	169	58	isSuccessful	200
1621117956.395	134	134	85	15	isSuccessful	200
1621117956.399	95	95	169	58	isSuccessful	200
1621117956.399	133	133	169	58	isSuccessful	200
1621117956.399	134	134	85	15	isSuccessful	200
1621117956.401	134	134	85	15	isSuccessful	200
1621117956.405	144	144	85	15	isSuccessful	200
1621117956.405	126	126	85	15	isSuccessful	200
1621117956.413	86	86	85	15	isSuccessful	200
1621117956.414	79	79	169	58	isSuccessful	200
1621117956.428	76	76	169	58	isSuccessful	200
1621117956.436	71	71	85	15	isSuccessful	200
1621117956.445	72	72	85	15	isSuccessful	200
1621117956.445	87	87	85	15	isSuccessful	200
1621117956.455	90	90	85	15	isSuccessful	200
1621117956.461	78	78	85	15	isSuccessful	200
1621117956.464	89	89	85	15	isSuccessful	200
1621117956.464	86	86	169	58	isSuccessful	200
1621117956.471	80	80	85	15	isSuccessful	200
1621117956.475	88	87	85	15	isSuccessful	200
1621117956.483	77	77	169	58	isSuccessful	200
1621117956.484	89	89	85	15	isSuccessful	200
1621117956.485	94	94	85	15	isSuccessful	200
1621117956.489	90	90	85	15	isSuccessful	200
1621117956.495	94	94	169	58	isSuccessful	200
1621117956.495	96	96	85	15	isSuccessful	200
1621117956.495	96	96	85	15	isSuccessful	200
1621117956.500	86	86	85	15	isSuccessful	200
1621117956.501	95	94	85	15	isSuccessful	200
1621117956.501	88	88	85	15	isSuccessful	200
1621117956.517	81	81	169	58	isSuccessful	200
1621117956.518	90	90	85	15	isSuccessful	200
1621117956.539	94	94	169	58	isSuccessful	200
1621117956.539	94	94	169	58	isSuccessful	200
1621117956.559	94	94	85	15	isSuccessful	200
1621117956.562	107	107	169	58	isSuccessful	200
1621117956.565	90	90	85	15	isSuccessful	200
1621117956.565	104	104	85	15	isSuccessful	200
1621117956.565	100	100	85	15	isSuccessful	200
1621117956.565	93	93	85	15	isSuccessful	200
1621117956.570	86	86	85	15	isSuccessful	200
1621117956.571	87	87	169	58	isSuccessful	200
1621117956.573	88	88	85	15	isSuccessful	200
1621117956.590	100	100	169	58	isSuccessful	200
1621117956.594	92	92	169	58	isSuccessful	200
1621117956.594	98	98	85	15	isSuccessful	200
1621117956.604	108	107	85	15	isSuccessful	200
1621117956.604	103	102	85	15	isSuccessful	200
1621117956.604	103	103	169	58	isSuccessful	200
1621117956.604	109	109	85	15	isSuccessful	200
1621117956.607	90	90	85	15	isSuccessful	200
1621117956.611	93	93	85	15	isSuccessful	200
1621117956.611	72	72	85	15	isSuccessful	200
1621117956.626	87	87	85	15	isSuccessful	200
1621117956.637	74	74	85	15	isSuccessful	200
1621117956.641	82	82	85	15	isSuccessful	200
1621117956.650	84	84	169	58	isSuccessful	200
1621117956.657	91	91	169	58	isSuccessful	200
1621117956.661	90	90	85	15	isSuccessful	200
1621117956.667	97	97	85	15	isSuccessful	200
1621117956.667	101	101	169	58	isSuccessful	200
1621117956.678	105	105	169	58	isSuccessful	200
1621117956.681	115	115	169	58	isSuccessful	200
1621117956.690	100	100	85	15	isSuccessful	200
1621117956.699	105	104	169	58	isSuccessful	200
1621117956.700	96	96	169	58	isSuccessful	200
1621117956.701	90	90	169	58	isSuccessful	200
1621117956.709	82	81	85	15	isSuccessful	200
1621117956.708	100	100	85	15	isSuccessful	200
1621117956.708	114	113	85	15	isSuccessful	200
1621117956.708	97	96	85	15	isSuccessful	200
1621117956.708	104	103	85	15	isSuccessful	200
1621117956.708	104	103	169	58	isSuccessful	200
1621117956.708	104	104	85	15	isSuccessful	200
1621117956.716	74	74	169	58	isSuccessful	200
1621117956.719	81	81	85	15	isSuccessful	200
1621117956.728	77	77	85	15	isSuccessful	200
1621117956.742	83	83	85	15	isSuccessful	200
1621117956.748	85	85	85	15	isSuccessful	200
1621117956.748	79	79	85	15	isSuccessful	200
1621117956.756	87	86	169	58	isSuccessful	200
1621117956.764	84	84	85	15	isSuccessful	200
1621117956.768	85	85	85	15	isSuccessful	200
1621117956.775	75	74	85	15	isSuccessful	200
1621117956.780	89	89	85	15	isSuccessful	200
1621117956.781	78	78	85	15	isSuccessful	200
1621117956.789	80	80	169	58	isSuccessful	200
1621117956.806	105	105	85	15	isSuccessful	200
1621117956.808	99	99	85	15	isSuccessful	200
1621117956.832	123	123	85	15	isSuccessful	200
1621117956.842	133	133	169	58	isSuccessful	200
1621117956.842	133	133	169	58	isSuccessful	200
1621117956.850	141	141	85	15	isSuccessful	200
1621117956.854	86	86	85	15	isSuccessful	200
1621117956.859	143	143	85	15	isSuccessful	200
1621117956.860	150	150	169	58	isSuccessful	200
1621117956.860	132	132	85	15	isSuccessful	200
1621117956.861	119	119	85	15	isSuccessful	200
1621117956.864	89	89	85	15	isSuccessful	200
1621117956.867	148	148	169	58	isSuccessful	200
1621117956.867	111	111	85	15	isSuccessful	200
1621117956.867	118	118	85	15	isSuccessful	200
1621117956.867	103	103	85	15	isSuccessful	200
1621117956.867	118	118	169	58	isSuccessful	200
1621117956.881	99	99	85	15	isSuccessful	200
1621117956.884	75	75	169	58	isSuccessful	200
1621117956.888	108	108	169	58	isSuccessful	200
1621117956.889	100	100	85	15	isSuccessful	200
1621117956.896	90	90	85	15	isSuccessful	200
1621117956.921	78	78	85	15	isSuccessful	200
1621117956.925	93	93	85	15	isSuccessful	200
1621117956.930	87	87	85	15	isSuccessful	200
1621117956.947	90	90	169	58	isSuccessful	200
1621117956.947	92	92	169	58	isSuccessful	200
1621117956.963	103	103	85	15	isSuccessful	200
1621117956.969	118	118	169	58	isSuccessful	200
1621117956.973	113	113	169	58	isSuccessful	200
1621117956.974	106	106	169	58	isSuccessful	200
1621117956.978	97	97	169	58	isSuccessful	200
1621117956.983	119	119	169	58	isSuccessful	200
1621117956.989	128	128	169	58	isSuccessful	200
1621117956.990	122	122	85	15	isSuccessful	200
1621117956.991	132	132	85	15	isSuccessful	200
1621117956.994	68	68	169	58	isSuccessful	200
1621117956.994	105	105	85	15	isSuccessful	200
1621117956.994	97	97	169	58	isSuccessful	200
1621117956.994	104	104	85	15	isSuccessful	200
1621117956.997	129	129	85	15	isSuccessful	200
1621117956.997	129	129	169	58	isSuccessful	200
1621117957.004	119	118	85	15	isSuccessful	200
1621117957.007	77	77	85	15	isSuccessful	200
1621117957.007	139	139	85	15	isSuccessful	200
1621117957.010	88	88	85	15	isSuccessful	200
1621117957.026	79	79	85	15	isSuccessful	200
1621117957.029	82	82	85	15	isSuccessful	200
1621117957.045	81	81	85	15	isSuccessful	200
1621117957.049	79	79	85	15	isSuccessful	200
1621117957.065	91	91	85	15	isSuccessful	200
1621117957.066	88	88	85	15	isSuccessful	200
1621117957.070	86	86	85	15	isSuccessful	200
1621117957.075	85	85	169	58	isSuccessful	200
1621117957.076	102	101	85	15	isSuccessful	200
1621117957.080	89	89	169	58	isSuccessful	200
1621117957.081	92	92	85	15	isSuccessful	200
1621117957.089	82	82	169	58	isSuccessful	200
1621117957.092	98	98	85	15	isSuccessful	200
1621117957.100	106	106	85	15	isSuccessful	200
1621117957.100	102	102	85	15	isSuccessful	200
1621117957.101	107	107	85	15	isSuccessful	200
1621117957.105	98	98	85	15	isSuccessful	200
1621117957.107	109	109	85	15	isSuccessful	200
1621117957.107	78	78	85	15	isSuccessful	200
1621117957.107	81	81	85	15	isSuccessful	200
1621117957.107	113	113	169	58	isSuccessful	200
1621117957.110	106	106	85	15	isSuccessful	200
1621117957.110	99	99	169	58	isSuccessful	200
1621117957.122	76	76	169	58	isSuccessful	200
1621117957.131	81	81	85	15	isSuccessful	200
1621117957.137	80	80	169	58	isSuccessful	200
1621117957.145	78	78	85	15	isSuccessful	200
1621117957.158	87	87	85	15	isSuccessful	200
1621117957.175	99	99	85	15	isSuccessful	200
1621117957.176	100	100	85	15	isSuccessful	200
1621117957.178	113	113	85	15	isSuccessful	200
1621117957.180	100	100	85	15	isSuccessful	200
1621117957.184	103	103	85	15	isSuccessful	200
1621117957.191	90	89	169	58	isSuccessful	200
1621117957.191	90	90	85	15	isSuccessful	200
1621117957.198	88	88	169	58	isSuccessful	200
1621117957.198	106	106	85	15	isSuccessful	200
1621117957.199	94	94	169	58	isSuccessful	200
1621117957.199	98	98	85	15	isSuccessful	200
1621117957.199	109	109	85	15	isSuccessful	200
1621117957.210	103	103	169	58	isSuccessful	200
1621117957.210	103	103	85	15	isSuccessful	200
1621117957.210	88	88	85	15	isSuccessful	200
1621117957.210	103	103	169	58	isSuccessful	200
1621117957.212	102	102	85	15	isSuccessful	200
1621117957.217	110	110	169	58	isSuccessful	200
1621117957.219	82	82	85	15	isSuccessful	200
1621117957.221	89	89	169	58	isSuccessful	200
1621117957.227	81	81	169	58	isSuccessful	200
1621117957.239	80	80	169	58	isSuccessful	200
1621117957.260	84	84	85	15	isSuccessful	200
1621117957.269	91	91	169	58	isSuccessful	200
1621117957.271	91	91	85	15	isSuccessful	200
1621117957.273	97	97	169	58	isSuccessful	200
1621117957.306	107	107	85	15	isSuccessful	200
1621117957.308	124	124	169	58	isSuccessful	200
1621117957.312	101	101	85	15	isSuccessful	200
1621117957.315	116	116	85	15	isSuccessful	200
1621117957.315	124	124	169	58	isSuccessful	200
1621117957.320	121	121	169	58	isSuccessful	200
1621117957.324	133	133	85	15	isSuccessful	200
1621117957.326	115	114	85	15	isSuccessful	200
1621117957.326	107	106	85	15	isSuccessful	200
1621117957.326	115	114	85	15	isSuccessful	200
1621117957.328	129	129	169	58	isSuccessful	200
1621117957.331	132	132	85	15	isSuccessful	200
1621117957.331	109	109	85	15	isSuccessful	200
1621117957.331	120	120	85	15	isSuccessful	200
1621117957.336	119	119	85	15	isSuccessful	200
1621117957.336	67	67	85	15	isSuccessful	200
1621117957.336	76	76	169	58	isSuccessful	200
1621117957.336	123	123	85	15	isSuccessful	200
1621117957.337	97	97	85	15	isSuccessful	200
1621117957.337	109	109	85	15	isSuccessful	200
1621117957.344	71	71	85	15	isSuccessful	200
1621117957.346	88	88	169	58	isSuccessful	200
1621117957.350	78	78	169	58	isSuccessful	200
1621117957.384	72	72	169	58	isSuccessful	200
1621117957.384	77	77	85	15	isSuccessful	200
1621117957.394	86	86	85	15	isSuccessful	200
1621117957.403	77	77	169	58	isSuccessful	200
1621117957.421	106	105	169	58	isSuccessful	200
1621117957.434	119	119	85	15	isSuccessful	200
1621117957.447	110	110	85	15	isSuccessful	200
1621117957.453	132	132	85	15	isSuccessful	200
1621117957.457	129	129	85	15	isSuccessful	200
1621117957.459	127	127	85	15	isSuccessful	200
1621117957.459	121	121	85	15	isSuccessful	200
1621117957.462	136	136	169	58	isSuccessful	200
1621117957.462	118	118	85	15	isSuccessful	200
1621117957.465	141	141	85	15	isSuccessful	200
1621117957.465	139	139	85	15	isSuccessful	200
1621117957.465	128	128	85	15	isSuccessful	200
1621117957.468	136	136	85	15	isSuccessful	200
1621117957.468	84	84	85	15	isSuccessful	200
1621117957.468	74	74	85	15	isSuccessful	200
1621117957.468	130	130	85	15	isSuccessful	200
1621117957.468	118	118	85	15	isSuccessful	200
1621117957.468	131	131	85	15	isSuccessful	200
1621117957.468	131	131	169	58	isSuccessful	200
1621117957.472	88	88	169	58	isSuccessful	200
1621117957.472	140	140	85	15	isSuccessful	200
1621117957.472	126	126	85	15	isSuccessful	200
1621117957.485	81	81	85	15	isSuccessful	200
1621117957.515	81	81	85	15	isSuccessful	200
1621117957.516	95	95	85	15	isSuccessful	200
1621117957.519	71	71	85	15	isSuccessful	200
1621117957.533	76	76	85	15	isSuccessful	200
1621117957.539	85	85	85	15	isSuccessful	200
1621117957.540	83	83	169	58	isSuccessful	200
1621117957.545	86	86	169	58	isSuccessful	200
1621117957.555	90	90	169	58	isSuccessful	200
1621117957.561	92	92	169	58	isSuccessful	200
1621117957.565	92	92	85	15	isSuccessful	200
1621117957.570	110	110	169	58	isSuccessful	200
1621117957.571	106	106	169	58	isSuccessful	200
1621117957.579	110	110	169	58	isSuccessful	200
1621117957.581	112	112	169	58	isSuccessful	200
1621117957.584	115	115	85	15	isSuccessful	200
